the_geom,Latitude,Longitude,Location,Name,Quantity,Type
POINT (-87.695792 41.851656),41.851656,-87.695792,2803-2807 West Cermak Road,Cocula Restaurant-2801 W. Cermak Rd.,2,Type B
POINT (-87.70996599999998 41.968169),41.968169,-87.709966,3235-3241 West Lawrence Avenue,3239 West Lawrence Avenue - Family Dollar,1,Type B
POINT (-87.64883400000001 41.90614099999999),41.906141,-87.648834,821 West Evergreen Avenue,811 W. Evergreen Ave.,2,Type B
POINT (-87.68370299999998 41.91422800000001),41.914228,-87.683703,1812 N. Milwaukee Avenue,The StopAlong - 1812 N. Milwaukee Avenue,1,Type B
POINT (-87.67791299999999 41.921052),41.921052,-87.677913,2152 North Damen Avenue,"2152 N. Damen, S. of Bristol",1,Decorative
POINT (-87.697496 41.922003),41.922003,-87.697496,2206 North California Avenue,2210 North California Avenue - Boiler Room,1,Corral
POINT (-87.69246832999998 41.919818219999996),41.91981822,-87.69246833,2128 N Milwaukee Ave,Bike Lane Bike Shop,2,Type B
POINT (-87.701318 41.91765299999999),41.917653,-87.701318,2952 West Armitage Avenue,Parson's Chicken & Fish,2,Type B
POINT (-87.633895 41.885419),41.885419,-87.633895,182 W. Lake St,182 W. Lake St,2,Type B
POINT (-87.643612 41.72344199999999),41.723442,-87.643612,9350-9352 South Halsted Street,9350 South Halsted Street - Donta's Hair and Nail Salon,1,Type B
POINT (-87.72878171999999 41.983885969999996),41.98388597,-87.72878172,5634 N Pulaski,Wonder Montessori School,2,Type B
POINT (-87.69013594999998 42.014539009999986),42.01453901,-87.69013595,7315 N. Western Ave,"Mah Tovu Synagogue, 7315 N. Western Ave",4,Type B
POINT (-87.66992 42.01616700000001),42.016167,-87.66992,7405 West Jarvis Avenue,Vtone fitness,1,Type B
POINT (-87.65348599999999 41.871058999999995),41.871059,-87.653486,820 South Carpenter Street,Galileo School,4,Type B
POINT (-87.611706 41.770699999999984),41.7707,-87.611706,6817-6823 South South Chicago Avenue,6817 South South Chicago Avenue - Christ Family Life Center,1,Type B
POINT (-87.637179 41.889787),41.889787,-87.637179,414 North Orleans Street,414 North Orleans Street,2,Type B
POINT (-87.73412999999998 41.95887999999999),41.95888,-87.73413,4257 N. Tripp,Belding Elementary School,4,Type B
POINT (-87.77242717999998 41.923959679999996),41.92395968,-87.77242718,5840 W Fullerton,State Farm / Joe's Food and Liquor,1,Type B
POINT (-87.73262699999998 41.932665),41.932665,-87.732627,4200 West Diversey Avenue,Shop 4200,5,Type B
POINT (-87.658581 41.967525),41.967525,-87.658581,4701-4715 North Broadway,Uptown Underground,1,Type B
POINT (-87.56671799999998 41.75206499999999),41.752065,-87.566718,2346 East 79th Street,2346 East 79th Street - Family Dollar,1,Type B
POINT (-87.606236 41.816826999999996),41.816827,-87.606236,810 E. 43rd St,"Some Like It Black Creative Arts Bar, 810 E. 43rd St",1,Type B
POINT (-87.65790960999999 41.96619481),41.96619481,-87.65790961,4623 N. Broadway,Iyanze Bar and Café,1,Type B
POINT (-87.74250758999999 41.938973880000006),41.93897388,-87.74250759,4600 W. Belmont,"Tony's Fresh Market / Plaza, 4600 W. Belmont",2,Type B
POINT (-87.64988799999999 41.952118999999996),41.952119,-87.649888,3834 North Broadway,3834 North Broadway - CrossFit Defined,1,Type B
POINT (-87.71514738000002 41.854721270000006),41.85472127,-87.71514738,3600 W. Ogden,Westside Association Community,1,Type B
POINT (-87.75390799999998 41.924465),41.924465,-87.753908,5100-5106 West Fullerton Avenue,5100 W. Fullerton Avenue,1,Type B
POINT (-87.76636516999999 41.93361704),41.93361704,-87.76636517,2914 N Central Ave,Central Extra Value Liquors,1,Type B
POINT (-87.578514 41.74666399999999),41.746664,-87.578514,8149-8151 South South Chicago Avenue,8151 South South Chicago Avenue - Global Girls Performing Arts,1,Type B
POINT (-87.649578 41.94423700000001),41.944237,-87.649578,3418-3420 North Halsted Street,3418 North Halsted Street - Chicago Male Salon,1,Type B
POINT (-87.69270299999998 41.925022999999996),41.925023,-87.692703,2600-2602 West Fullerton Avenue,2600 Fullerton,1,Type B
POINT (-87.731375 41.94384),41.94384,-87.731375,3435-3437 North Milwaukee Avenue,3435 N Milwaukee Ave,2,Type B
POINT (-87.691885 41.924691),41.924691,-87.691885,2553 West Fullerton Avenue,"2553 Fullerton Avenue, Jimmy Bean Café",1,Type B
POINT (-87.75111360999999 41.92442660999998),41.92442661,-87.75111361,2401 N Lavergne,S&L Food and Liquor,1,Decorative
POINT (-87.62511899999998 41.90100799999999),41.901008,-87.625119,116 East Oak Street,116 E. Oak Street - St. John Boutique,1,Type B
POINT (-87.62486199999998 41.87642),41.87642,-87.624862,410-412 South Michigan Avenue,410-412 South Michigan Avenue,1,Type B
POINT (-87.67319699999999 41.85434399999999),41.854344,-87.673197,1854 West 21st Street,Tortilleria,1,Type B
POINT (-87.629926 41.88293899999999),41.882939,-87.629926,55-69 West Washington Street,69 W. Washington,3,Type B
POINT (-87.66764799999999 41.906312),41.906312,-87.667648,1360 N. Ashland Ave,Lowe's Wicker Park,1,Type B
POINT (-87.63523299999999 41.879031999999995),41.879032,-87.635233,233 S. Wacker,"233 S. Wacker , Willis Tower on Adams St",3,Type B
POINT (-87.71909899999999 41.85343099999999),41.853431,-87.719099,3738 West Ogden Avenue,3750 West Ogden Avenue,2,Type B
POINT (-87.672712 41.921760000000006),41.92176,-87.672712,2211 North Elston Avenue,2211 North Elston Avenue - Yoga view Chicago,1,Corral
POINT (-87.71315619999999 41.87278107),41.87278107,-87.7131562,3456 W. Flournoy,Faith Community Baptist,1,Type B
POINT (-87.63491500000002 41.89586599999999),41.895866,-87.634915,210-212 West Superior Street,212 West Superior Street,3,Type B
POINT (-87.636372 41.897638),41.897638,-87.636372,312-314 West Institute Place,314 W. Institute Place,1,Type B
POINT (-87.769109 41.977594),41.977594,-87.769109,5333 North Milwaukee Avenue,5333 North Milwaukee Avenue - Ham Tree Inn,3,Type B
POINT (-87.64982107 41.918341979999994),41.91834198,-87.64982107,834 W. Armitage,Walgreens,1,Type B
POINT (-87.62295299999998 41.834582999999995),41.834583,-87.622953,3301 South Michigan Avenue,1135 S. Michigan,1,Type B
POINT (-87.75772793000002 41.92425498),41.92425498,-87.75772793,5236 W Fullerton,VMM Social Room,1,Decorative
POINT (-87.821199 41.997143999999984),41.997144,-87.821199,6405-6407 North Ozanam Avenue,Webster Dental,1,Type B
POINT (-87.69681699999998 41.900104999999996),41.900105,-87.696817,1017 N. California,1017 N. California,3,Type B
POINT (-87.634396 41.886045),41.886045,-87.634396,200 North Wells Street,Oakwood at 200 Squared,1,Type B
POINT (-87.69761389 41.92322147000001),41.92322147,-87.69761389,2301 N Milwaukee Ave,WESTERN UNION,1,Type B
POINT (-87.70830899999999 41.955925999999984),41.955926,-87.708309,4100-4102 North Kedzie Avenue,Brisku's Bistro,1,Corral
POINT (-87.713568 41.968138999999994),41.968139,-87.713568,4748 N Kimball Ave,"Huddle House Grill, 4748 N Kimball Ave",1,Type B
POINT (-87.660633 41.90958299999999),41.909583,-87.660633,1512 North Throop Street,Northworks Architects,2,Type B
POINT (-87.71814877 41.85328482999999),41.85328483,-87.71814877,3701 W. Ogden,Carole Robertson Center-Learning,1,Type B
POINT (-87.71688699999999 41.844562),41.844562,-87.716887,3648-3658 West 26th Street,Sanchez Bike Shop,1,Type B
POINT (-87.77746205999999 41.93836575),41.93836575,-87.77746206,6039 W Belmont Ave,Medical Plaza,1,Type B
POINT (-87.67599700000001 41.949856999999994),41.949857,-87.675997,3727-3741 North Wolcott Avenue,Botanical Cafe @3740 N Lincoln Ave,2,Type B
POINT (-87.68326799999998 42.012053),42.012053,-87.683268,7126 North Ridge Boulevard,"Pockets, 7126 N. Ridge Blvd",1,Type B
POINT (-87.695454 41.96882699999999),41.968827,-87.695454,2632 West Lawrence Avenue,Harvesttime Foods,2,Type B
POINT (-87.679073 41.965074),41.965074,-87.679073,1945 W Wilson Ave,1945 W Wilson Ave,1,Type B
POINT (-87.64094199999998 41.89650300000001),41.896503,-87.640942,469 W. Chicago,469 W. Chicago,1,Type B
POINT (-87.66353899999999 41.95436600000001),41.954366,-87.663539,1332 W. Irving Park Road,"Rizal Community Center, 1332 W. Irving Park Road",3,Type B
POINT (-87.649809 41.94831599999999),41.948316,-87.649809,3630-3656 North Halsted Street,3656 North Halsted Street - Center on Halsted,12,Type B
POINT (-87.710659 41.97572600000001),41.975726,-87.710659,3250 W. Foster,Luna Park Daycare,2,Type B
POINT (-87.69194199999998 41.89589099999999),41.895891,-87.691942,2600 West Chicago Avenue,2600-11 W Chicago Ave,1,Type B
POINT (-87.71574699999998 41.84253799999999),41.842538,-87.715747,3617 W 27th St,"AZUCAR, 3617 W 27th St",2,Type B
POINT (-87.618474 41.893429),41.893429,-87.618474,E Ontario St/ McClurg,E Ontario St/ McClurg,1,Type B
POINT (-87.664156 41.94172999999999),41.94173,-87.664156,3300 North Southport Avenue,The Princess Club,1,Type B
POINT (-87.69748443999998 41.922620779999995),41.92262078,-87.69748444,2226 N California Ave,TAQUERIA MORAN,1,Type B
POINT (-87.757491 41.938480000000006),41.93848,-87.757491,5219 West Belmont Avenue,Martinez Printing LLC,1,Type B
POINT (-87.67099499999999 41.993642999999985),41.993643,-87.670995,6122 North Clark Street,"Chicago Futsal Academy, 6122 N. Clark St",2,Type B
POINT (-87.635675 41.884855),41.884855,-87.635675,160 North Franklin Street,"W side of Franklin St, N of Randolph",1,Type B
POINT (-87.76634638999998 41.936196970000005),41.93619697,-87.76634639,3039 N Central Ave,Dunkin,1,Type B
POINT (-87.72238352 41.85867418),41.85867418,-87.72238352,1616 S. Avers,KIPP Ascend Middle School,4,Type B
POINT (-87.63611699999998 41.88971000000001),41.88971,-87.636117,333 West Hubbard Street,333 W. Hubbard St.,2,Type B
POINT (-87.632266 41.891053),41.891053,-87.632266,505 North La Salle Boulevard,Jimmy John's,2,Type B
POINT (-87.69699052999998 41.92259229999999),41.9225923,-87.69699053,2294 N Milwaukee,Cozy Corner,4,Type B
POINT (-87.69727592999999 41.92215577),41.92215577,-87.69727593,2211 N. California,California CTA Blue Line,2,Type B
POINT (-87.77094529 41.93857230999999),41.93857231,-87.77094529,5752 W Belmont Ave,Best Subs #3,1,Type B
POINT (-87.66806299999999 41.976409999999994),41.97641,-87.668063,5203-5205 North Clark Street,Jin Ju,1,Type B
POINT (-87.72077403999998 41.87082896999999),41.87082897,-87.72077404,3808 W. Polk,Chicago Independence Boulevard Seventh-day Adventist Church,1,Type B
POINT (-87.650601 41.88369899999999),41.883699,-87.650601,123 North Sangamon Street,123 N. Sangamon,1,Type B
POINT (-87.621161 41.89106799999999),41.891068,-87.621161,240 East Illinois Street,240 E. Illinois St.,2,Type B
POINT (-87.67297 41.854319000000004),41.854319,-87.67297,1842-1850 West 21st Street,El Valor-1850 W 21st Street,1,Type B
POINT (-87.63552399999999 41.881736),41.881736,-87.635524,303 West Madison Street,303 W Madison St,2,Type B
POINT (-87.649577 41.950296),41.950296,-87.649577,3740 North Halsted Street,3740 North Halsted Street - Halsted Flats,6,Type B
POINT (-87.64933899999998 41.95035599999999),41.950356,-87.649339,3741 North Halsted,3741 North Halsted - Halsted Street Beach Tan,1,Type B
POINT (-87.64254199999999 41.940044),41.940044,-87.642542,500-510 W. Belmont,500-510 W. Belmont,2,Type B
POINT (-87.63332699999998 41.8752),41.8752,-87.633327,527 South Wells Street,527 S. Wells,1,Type B
POINT (-87.69754739999999 41.935476009999995),41.93547601,-87.6975474,2959 N California Ave,2959 N California Ave,1,Type B
POINT (-87.71357999999998 41.967869),41.967869,-87.71358,4742-4744 North Kimball Avenue,Hot Dog Station,1,Type B
POINT (-87.634788 41.88664),41.88664,-87.634788,225 W. Wacker,225 W. Wacker,2,Type B
POINT (-87.667928 41.907487),41.907487,-87.667928,1414 North Ashland Avenue,1414 North Ashland Avenue,1,Type B
POINT (-87.58570199999998 41.757474),41.757474,-87.585702,7531 South Stony Island Avenue,7531 South Stony Island Avenue - Jackson Park Medical Center,2,Type B
POINT (-87.69638331999998 41.922517039999995),41.92251704,-87.69638332,2275 N Milwaukee Ave,Colectivo,6,Type B
POINT (-87.590093 41.791304999999994),41.791305,-87.590093,5701-5707 South Blackstone Avenue,"Harper Foods, 1455 E. 57th Street",1,Type B
POINT (-87.627305 41.892248),41.892248,-87.627305,17-19 East Ohio Street,The Freehand Hotel,2,Type B
POINT (-87.58908805999998 41.79784174),41.79784174,-87.58908806,SW Corner of 54th/Harper,SW Corner of 54th/Harper,1,Type B
POINT (-87.69860099999998 41.886805),41.886805,-87.698601,301-317 North Francisco Avenue,On Your Mark Fitness,1,Type B
POINT (-87.70403999999999 41.92702700000001),41.927027,-87.70404,2515 N. Milwaukee Ave,"BiXi Beer, 2515 N. Milwaukee Ave",2,Type B
POINT (-87.76230731999999 41.98156480999999),41.98156481,-87.76230732,5522 N Elston,Corrib Irish Pub,1,Type B
POINT (-87.630331 41.899874999999994),41.899875,-87.630331,60 West Walton Street,60 West Walton Street - Newberry Library,2,Type B
POINT (-87.65612 41.857828999999995),41.857829,-87.65612,1801 South Racine Avenue,Boost Mobile or Tonantzin Gallery Gift Shop-18th & Racine,1,Type B
POINT (-87.66753306 41.89780137),41.89780137,-87.66753306,858 N Ashland Ave,858 N Ashland Ave,1,Type B
POINT (-87.67884099999999 41.829933999999994),41.829934,-87.678841,3520 South Archer Avenue,"County Commissioner's Office, 3520 South Archer Avenue",1,Type B
POINT (-87.62969199999999 41.893587000000004),41.893587,-87.629692,632 N Dearborn St,632 N Dearborn St,1,Type B
POINT (-87.700224 41.98613299999999),41.986133,-87.700224,5757 N. Lincoln,Elite Strength and Fitness,2,Type B
POINT (-87.76814649 41.942617119999994),41.94261712,-87.76814649,3425 N. Major,"Reinberg Elementary School, 3425 N. Major",3,Type B
POINT (-87.627726 41.891583999999995),41.891584,-87.627726,515 North State Street,515 North State Street - Office Building,2,Type B
POINT (-87.807552 42.01149),42.01149,-87.807552,7221-7225 West Touhy Avenue,"Smash Toys, 7222 W. Touhy Ave.",2,Type B
POINT (-87.77568106999999 41.920528069999996),41.92052807,-87.77568107,6001 W Grand Ave,Tommy's on Grand,1,Type B
POINT (-87.663128 41.92513400000001),41.925134,-87.663128,1400 W. Fullerton Ave,"1400 W. Fullerton Ave, TCF Bank",1,Type B
POINT (-87.67611099999999 41.85601499999999),41.856015,-87.676111,2000 West 19th Street,2000 W. 19th St,1,Type B
POINT (-87.670504 41.96140799999999),41.961408,-87.670504,1629-1639 West Montrose Avenue,"Taoist Tai Chi Society, 1629-1639 W. Montrose Avenue",2,Type B
POINT (-87.70544908 41.85709526),41.85709526,-87.70544908,1818 S. Kedzie,Mixed Use,1,Type B
POINT (-87.69621579999999 41.86659494),41.86659494,-87.6962158,2806 W. Roosevelt Rd,CTA Bus/ Boost Mobile,1,Type B
POINT (-87.66779 41.938702000000006),41.938702,-87.66779,3144 North Lincoln Avenue,On The Route,1,Corral
POINT (-87.61577399999999 41.885958),41.885958,-87.615774,156 N Harbor.,156 N Harbor.,1,Type B
POINT (-87.679553 41.89097399999999),41.890974,-87.679553,2100 West Grand Avenue,"508 N Hoyne Ave, Chicago IL 60612",2,Type B
POINT (-87.62708699999999 41.88268800000001),41.882688,-87.627087,17 North State Street,17 North State Street,2,Type B
POINT (-87.64215600000001 41.889083),41.889083,-87.642156,559 W. Kinzie Street,559 W. Kinzie Street,1,Type B
POINT (-87.65930599999999 41.967592999999994),41.967593,-87.659306,4715 North Racine Avenue,"Agami, 4714 N. Broadway",1,Type B
POINT (-87.686868 41.965951),41.965951,-87.686868,2300 W Eastwood Ave,2300 W Eastwood Ave,3,Decorative
POINT (-87.69454499999999 41.918327),41.918327,-87.694545,2021 North Point St,Chase Elementary,2,Type B
POINT (-87.72137546999998 41.85210408),41.85210408,-87.72137547,3837 W. Ogden,Perkins+ L C C Youth Center,1,Type B
POINT (-87.63547699999998 41.837914000000005),41.837914,-87.635477,335 West 31st Street,Star Ice Kitchen,1,Type B
POINT (-87.75371755 41.93131088),41.93131088,-87.75371755,5055 W Diversey,Senor Pan,1,Decorative
POINT (-87.66931874 41.98574213),41.98574213,-87.66931874,5712 N. Clark,La Baguette Panaderia,1,Type B
POINT (-87.62050099999999 41.891628999999995),41.891629,-87.620501,255 E. Grand Ave,Whole Foods,1,Type B
POINT (-87.687363 41.915553),41.915553,-87.687363,1856 N. Western,Dark Matter Coffee - Electric Mud,1,Decorative
POINT (-87.57311699999998 41.75181599999999),41.751816,-87.573117,2106-2110 East 79th Street,2106 East 79th Street - Loren's Children Learning Center,1,Type B
POINT (-87.643332 41.894695),41.894695,-87.643332,700 North Larrabee Street,700 North Larrabee Street,1,Type B
POINT (-87.66243 41.736019),41.736019,-87.66243,1546 West 87th Street,1546 West 87th Street - Memorial Missionary Baptist Church,1,Type B
POINT (-87.677829 41.952853000000005),41.952853,-87.677829,3914 N. Lincoln Ave.,3914 N. Lincoln Ave.,1,Type B
POINT (-87.645778 41.83165699999999),41.831657,-87.645778,3429-3433 South Halsted Street,Family Dollar,1,Type B
POINT (-87.75418513 41.93944299),41.93944299,-87.75418513,3235 N.	Leclaire Ave,Foreman College Prep,4,Type B
POINT (-87.635743 41.853337),41.853337,-87.635743,316 West Cermak Road,Around Chinatown square,2,Type B
POINT (-87.64787099999998 41.83660799999999),41.836608,-87.647871,838-850 West 32nd Street,"Chicago Youth Center, 844 W. 32nd",2,Type B
POINT (-87.63487399999998 41.878426),41.878426,-87.634874,226 West Jackson Boulevard,"West side of Franklin St, North of Jackson",2,Type B
POINT (-87.74690925999998 41.93802602),41.93802602,-87.74690926,3134 N Cicero Ave,Nick's Hi Ho Café,1,Type B
POINT (-87.638876 41.87828499999999),41.878285,-87.638876,444 West Jackson Boulevard,"444 W Jackson, Full Fitness Club (FFC) at Chicago Union Station",5,Type B
POINT (-87.63205999999998 41.890749),41.890749,-87.63206,116 W. Illinois St.,116 W. Illinois St.,2,Type B
POINT (-87.712519 41.939263999999994),41.939264,-87.712519,3355W. Belmont,Belmont Blue Line,1,Type B
POINT (-87.652585 41.93284299999999),41.932843,-87.652585,926-928 West Diversey Parkway,928 W Diversey (Realty Mortgage),1,Type B
POINT (-87.637485 41.896228),41.896228,-87.637485,341 West Chicago Avenue,750 North Orleans Street,3,Type B
POINT (-87.637425 41.88378000000001),41.88378,-87.637425,100-110 North Wacker Drive,100-110 North Wacker Drive,1,Type B
POINT (-87.70430899999998 41.961397999999996),41.961398,-87.704309,3020-3026 West Montrose Avenue,"Angelo's Pizza, Pasta & Wine, 3026 W Montrose Ave",1,Type B
POINT (-87.77717741 41.93847653),41.93847653,-87.77717741,6022 W Belmont Ave,Karate,1,Type B
POINT (-87.67467599999999 41.908452),41.908452,-87.674676,1464 North Milwaukee Avenue,1464 North Milwaukee Avenue - Free People,1,Type B
POINT (-87.67419799999999 41.952406999999994),41.952407,-87.674198,N Ravenswood Ave and W Byron St,N Ravenswood Ave and W Byron St,1,Type B
POINT (-87.76107899999998 41.89465499999999),41.894655,-87.761079,5401-5413 West Chicago Avenue,"5401 W Chicago Ave, New Greater True Light",1,Type B
